#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
BJNCIO_03055,176279.SERP2040,1.40E-45,153,"COG1266@1|root,COG1266@2|Bacteria,1TXSG@1239|Firmicutes,4I6UD@91061|Bacilli,4GZ05@90964|Staphylococcaceae",91061|Bacilli,S,CAAX protease self-immunity,-,-,-,-,-,-,-,-,-,-,-,-,Abi
BJNCIO_03080,176279.SERP2035,0,946,"COG2272@1|root,COG2272@2|Bacteria,1UXY5@1239|Firmicutes,4HCKV@91061|Bacilli,4GXZZ@90964|Staphylococcaceae",91061|Bacilli,I,Belongs to the type-B carboxylesterase lipase family,pnbA,-,-,ko:K03929,-,-,-,-,"ko00000,ko01000",-,CE10,-,COesterase
BJNCIO_03800,176280.SE_2345,3.15E-124,354,"COG0582@1|root,COG0582@2|Bacteria,1TTJI@1239|Firmicutes,4HDG6@91061|Bacilli,4GY5D@90964|Staphylococcaceae",91061|Bacilli,L,Belongs to the 'phage' integrase family,-,-,-,-,-,-,-,-,-,-,-,-,"Arm-DNA-bind_4,Phage_int_SAM_3,Phage_integrase"
BJNCIO_03805,176279.SERP0071,7.03E-215,593,"COG4823@1|root,COG4823@2|Bacteria,1UZPR@1239|Firmicutes,4HIFB@91061|Bacilli,4GZFF@90964|Staphylococcaceae",91061|Bacilli,V,Abi-like protein,-,-,-,-,-,-,-,-,-,-,-,-,Abi_2
BJNCIO_04320,176279.SERP1736,1.52E-206,571,"COG0454@1|root,COG1670@1|root,COG0456@2|Bacteria,COG1670@2|Bacteria,1V20B@1239|Firmicutes,4HFH8@91061|Bacilli,4GXHA@90964|Staphylococcaceae",91061|Bacilli,JK,Spermine spermidine acetyltransferase,-,-,-,-,-,-,-,-,-,-,-,-,"Acetyltransf_1,Acetyltransf_10"
BJNCIO_04335,176280.SE_1730,2.70E-301,820,"COG1181@1|root,COG1181@2|Bacteria,1TVZY@1239|Firmicutes,4HEFM@91061|Bacilli,4GWWA@90964|Staphylococcaceae",91061|Bacilli,M,COG0458 Carbamoylphosphate synthase large subunit (split gene in MJ),-,-,-,-,-,-,-,-,-,-,-,-,"ATP-grasp,ATP-grasp_3,CPSase_L_D2"
BJNCIO_04360,176279.SERP1744,4.38E-303,827,"COG0213@1|root,COG0213@2|Bacteria,1TPCH@1239|Firmicutes,4H9NP@91061|Bacilli,4GXY1@90964|Staphylococcaceae",91061|Bacilli,F,phosphorylase,deoA,"GO:0003674,GO:0003824,GO:0004645,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0009032,GO:0016740,GO:0016757,GO:0016758,GO:0016763,GO:0044424,GO:0044444,GO:0044464",2.4.2.2,ko:K00756,"ko00240,ko01100,map00240,map01100",-,"R01570,R01876,R02296,R02484",RC00063,"ko00000,ko00001,ko01000",-,-,-,"Glycos_trans_3N,Glycos_transf_3,PYNP_C"
BJNCIO_04510,525378.HMPREF0793_0926,1.85E-137,397,"COG0583@1|root,COG0583@2|Bacteria,1V9ND@1239|Firmicutes,4HGCI@91061|Bacilli,4GXWJ@90964|Staphylococcaceae",91061|Bacilli,K,LysR substrate binding domain,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
BJNCIO_04515,525378.HMPREF0793_0927,5.96E-221,617,"COG0477@1|root,COG2814@2|Bacteria,1TQHD@1239|Firmicutes,4HBCZ@91061|Bacilli,4GWWE@90964|Staphylococcaceae",91061|Bacilli,EGP,Major facilitator,-,-,-,-,-,-,-,-,-,-,-,-,"MFS_1,Sugar_tr"
BJNCIO_04520,1034809.SLUG_01590,3.25E-89,267,"29I9R@1|root,3056T@2|Bacteria,1TXTE@1239|Firmicutes,4I6VQ@91061|Bacilli,4GZ5W@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_04650,176279.SERP2368,1.12E-119,345,"COG1124@1|root,COG1124@2|Bacteria,1V1R3@1239|Firmicutes,4HGUN@91061|Bacilli,4GXT8@90964|Staphylococcaceae",91061|Bacilli,EP,"ABC transporter, ATP-binding protein",-,-,3.6.3.24,ko:K10824,"ko02010,map02010",M00440,-,-,"ko00000,ko00001,ko00002,ko01000,ko02000",3.A.1.5,-,-,ABC_tran
BJNCIO_04670,176279.SERP2371,1.57E-207,575,"COG0601@1|root,COG0601@2|Bacteria,1TP1S@1239|Firmicutes,4HBQY@91061|Bacilli,4GXXR@90964|Staphylococcaceae",91061|Bacilli,P,"COG0601 ABC-type dipeptide oligopeptide nickel transport systems, permease components",-,-,-,ko:K15585,"ko02010,map02010",M00440,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,-,BPD_transp_1
BJNCIO_04745,176280.SE_0142,4.25E-116,339,"2BZG7@1|root,33UD8@2|Bacteria,1VUQY@1239|Firmicutes,4HVK1@91061|Bacilli,4GYEE@90964|Staphylococcaceae",91061|Bacilli,M,Belongs to the staphylococcal tandem lipoprotein family,-,-,-,-,-,-,-,-,-,-,-,-,DUF576
BJNCIO_04775,176279.SERP2395,1.36E-286,785,"COG0161@1|root,COG0161@2|Bacteria,1TP9N@1239|Firmicutes,4H9QK@91061|Bacilli,4GY0T@90964|Staphylococcaceae",91061|Bacilli,H,"Catalyzes the transfer of the alpha-amino group from S- adenosyl-L-methionine (SAM) to 7-keto-8-aminopelargonic acid (KAPA) to form 7,8-diaminopelargonic acid (DAPA). It is the only animotransferase known to utilize SAM as an amino donor",bioA,-,"2.6.1.105,2.6.1.62","ko:K00833,ko:K19563","ko00780,ko01100,map00780,map01100","M00123,M00573,M00577","R03231,R10699","RC00006,RC00062,RC00887","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,iSB619.SA_RS12705,Aminotran_3
BJNCIO_04790,176279.SERP2397,8.87E-25,92.8,"2DCSK@1|root,2ZF6Y@2|Bacteria,1TY99@1239|Firmicutes,4I7CS@91061|Bacilli,4H0CK@90964|Staphylococcaceae",91061|Bacilli,S,Staphylococcus haemolytic protein,-,-,-,-,-,-,-,-,-,-,-,-,Staph_haemo
BJNCIO_04800,176280.SE_2204,0,1562,"COG0497@1|root,COG0497@2|Bacteria",2|Bacteria,L,DNA recombination,-,-,-,"ko:K15482,ko:K20345","ko02024,ko05134,map02024,map05134",-,-,-,"ko00000,ko00001,ko02000","3.A.1.112,8.A.1",-,-,"AAA_11,AAA_12,HlyD_3,MotA_ExbB,Tubulin_2,zf-C4_Topoisom"
BJNCIO_04810,176280.SE_2201,2.14E-219,617,"COG4195@1|root,COG4195@2|Bacteria,1VBQ5@1239|Firmicutes,4HK5Q@91061|Bacilli,4GYN7@90964|Staphylococcaceae",91061|Bacilli,S,Pfam:DUF867,ymaC,-,-,-,-,-,-,-,-,-,-,-,Gamma_PGA_hydro
BJNCIO_04820,1167632.AJTR01000020_gene1576,1.42E-20,88.6,"COG1887@1|root,COG1887@2|Bacteria,1V5T3@1239|Firmicutes,4HI1Y@91061|Bacilli,4GYDB@90964|Staphylococcaceae",91061|Bacilli,M,CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase,-,-,-,-,-,-,-,-,-,-,-,-,"Glycos_transf_1,Glyphos_transf"
BJNCIO_05075,176280.SE_2147,0,910,"COG0531@1|root,COG0531@2|Bacteria,1TQ4K@1239|Firmicutes,4HA32@91061|Bacilli,4GXVM@90964|Staphylococcaceae",91061|Bacilli,E,Amino acid permease,ctrA,-,-,ko:K03294,-,-,-,-,ko00000,2.A.3.2,-,-,AA_permease_2
BJNCIO_05145,176279.SERP1990,0,1595,"COG1251@1|root,COG1251@2|Bacteria,1TQYX@1239|Firmicutes,4HASM@91061|Bacilli,4GX2J@90964|Staphylococcaceae",91061|Bacilli,C,Belongs to the nitrite and sulfite reductase 4Fe-4S domain family,nasD,-,1.7.1.15,ko:K00362,"ko00910,ko01120,map00910,map01120",M00530,R00787,RC00176,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Fer2_BFD,NIR_SIR,NIR_SIR_ferr,Pyr_redox_2"
BJNCIO_05160,1167632.AJTR01000017_gene1465,4.36E-138,420,"COG5013@1|root,COG5013@2|Bacteria,1TQG1@1239|Firmicutes,4HBVB@91061|Bacilli,4GXUD@90964|Staphylococcaceae",91061|Bacilli,C,belongs to the prokaryotic molybdopterin-containing oxidoreductase family,narG,-,1.7.5.1,ko:K00370,"ko00910,ko01120,ko02020,map00910,map01120,map02020","M00529,M00530,M00804","R00798,R01106,R09497",RC02812,"ko00000,ko00001,ko00002,ko01000",5.A.3.1,-,-,"Molybdopterin,Molydop_binding,Nitr_red_alph_N"
BJNCIO_05340,176280.SE_1940,5.38E-230,635,"COG0577@1|root,COG0577@2|Bacteria,1TWFZ@1239|Firmicutes,4H9RQ@91061|Bacilli,4GXD3@90964|Staphylococcaceae",91061|Bacilli,V,Part of the ABC transporter complex hrt involved in hemin import. Responsible for the translocation of the substrate across the membrane (By similarity),hrtB,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,"ko:K02004,ko:K09813","ko02010,map02010","M00257,M00258",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1,-,-,"FtsX,MacB_PCD"
BJNCIO_05360,176279.SERP1949,2.47E-17,76.3,"COG1846@1|root,COG1846@2|Bacteria,1V8FZ@1239|Firmicutes,4HIN8@91061|Bacilli,4GZ49@90964|Staphylococcaceae",91061|Bacilli,K,transcriptional,tcaR,-,-,ko:K21454,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_27,MarR,MarR_2"
BJNCIO_06225,1123230.ARQJ01000020_gene2187,2.17E-16,80.1,"COG2189@1|root,COG2189@2|Bacteria,1TR8A@1239|Firmicutes,4HBP1@91061|Bacilli,4H0BC@90964|Staphylococcaceae",91061|Bacilli,L,DNA methylase,sthIM,-,2.1.1.72,ko:K07316,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,"N6_N4_Mtase,TypeIII_RM_meth"
BJNCIO_06230,1123230.ARQJ01000020_gene2189,1.54E-101,323,"COG3421@1|root,COG3421@2|Bacteria,1TRVK@1239|Firmicutes,4HAVG@91061|Bacilli",91061|Bacilli,S,Type III restriction,sthIR,-,3.1.21.5,ko:K01156,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,ResIII
BJNCIO_06245,1123230.ARQJ01000020_gene2189,1.17E-97,311,"COG3421@1|root,COG3421@2|Bacteria,1TRVK@1239|Firmicutes,4HAVG@91061|Bacilli",91061|Bacilli,S,Type III restriction,sthIR,-,3.1.21.5,ko:K01156,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,ResIII
BJNCIO_06250,176279.SERP2468,9.10E-37,124,"29J4Y@1|root,3062C@2|Bacteria,1TZ2S@1239|Firmicutes,4I89S@91061|Bacilli,4GZUR@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_06255,629742.STAHO0001_0592,2.63E-112,323,"COG4333@1|root,COG4333@2|Bacteria,1VI5E@1239|Firmicutes,4HQ54@91061|Bacilli,4GXWT@90964|Staphylococcaceae",91061|Bacilli,V,Protein of unknown function (DUF1643),-,-,-,-,-,-,-,-,-,-,-,-,DUF1643
BJNCIO_06260,176280.SE_0031,1.81E-61,189,"COG0827@1|root,COG0827@2|Bacteria,1VN9G@1239|Firmicutes,4I6WK@91061|Bacilli,4GZ9T@90964|Staphylococcaceae",91061|Bacilli,L,Staphylococcal protein of unknown function (DUF960),-,-,-,-,-,-,-,-,-,-,-,-,DUF960
BJNCIO_06265,629742.STAHO0001_0594,1.27E-72,218,"29I9Y@1|root,30571@2|Bacteria,1TXTQ@1239|Firmicutes,4I6W0@91061|Bacilli,4GZ77@90964|Staphylococcaceae",91061|Bacilli,S,Pfam:DUF950,-,-,-,-,-,-,-,-,-,-,-,-,SAUGI
BJNCIO_06270,629742.STAHO0001_0595,1.23E-269,753,"COG1961@1|root,COG1961@2|Bacteria,1TPUG@1239|Firmicutes,4HB3H@91061|Bacilli,4GYIH@90964|Staphylococcaceae",91061|Bacilli,L,Recombinase,spoIVCA,-,-,ko:K06400,-,-,-,-,ko00000,-,-,-,"Recombinase,Resolvase,Zn_ribbon_recom"
BJNCIO_06275,629742.STAHO0001_0573,0,947,"COG3378@1|root,COG3378@2|Bacteria,1TQP9@1239|Firmicutes,4HA5U@91061|Bacilli,4GYF9@90964|Staphylococcaceae",91061|Bacilli,S,"Phage plasmid primase, P4 family",-,-,-,ko:K06919,-,-,-,-,ko00000,-,-,-,"D5_N,Pox_D5"
BJNCIO_06280,629742.STAHO0001_0574,1.92E-75,226,"29IA5@1|root,30578@2|Bacteria,1TXU2@1239|Firmicutes,4I6WG@91061|Bacilli,4GZ99@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_06285,629742.STAHO0001_0598,6.30E-201,564,"29I82@1|root,30554@2|Bacteria,1TXQM@1239|Firmicutes,4I6RX@91061|Bacilli,4GYIS@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DNA_pol_A
BJNCIO_06290,629742.STAHO0001_0599,9.05E-24,95.1,"2CA6Q@1|root,305QJ@2|Bacteria,1TYI6@1239|Firmicutes,4I7NM@91061|Bacilli,4H126@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_06295,176280.SE_0069,1.54E-248,694,"29IFC@1|root,305CJ@2|Bacteria,1TY19@1239|Firmicutes,4I749@91061|Bacilli,4GZY3@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_06470,176279.SERP0012,9.63E-130,369,"COG1476@1|root,COG1476@2|Bacteria,1V8SA@1239|Firmicutes,4HJA5@91061|Bacilli,4GZ4K@90964|Staphylococcaceae",91061|Bacilli,K,Helix-turn-helix domain,-,-,-,-,-,-,-,-,-,-,-,-,HTH_3
BJNCIO_06830,176279.SERP1788,1.57E-200,556,"COG4814@1|root,COG4814@2|Bacteria,1V3WN@1239|Firmicutes,4IRX8@91061|Bacilli,4GXQK@90964|Staphylococcaceae",91061|Bacilli,S,Alpha/beta hydrolase of unknown function (DUF915),-,-,-,-,-,-,-,-,-,-,-,-,DUF915
BJNCIO_06835,176280.SE_1779,1.40E-245,674,"COG2141@1|root,COG2141@2|Bacteria,1TPRS@1239|Firmicutes,4H9R2@91061|Bacilli,4GYG0@90964|Staphylococcaceae",91061|Bacilli,C,Luciferase-like monooxygenase,-,-,-,-,-,-,-,-,-,-,-,-,Bac_luciferase
BJNCIO_07275,176279.SERP2400,3.09E-25,94,"2DCSK@1|root,2ZF6Y@2|Bacteria,1TY99@1239|Firmicutes,4I7CS@91061|Bacilli,4H0CK@90964|Staphylococcaceae",91061|Bacilli,S,Staphylococcus haemolytic protein,-,-,-,-,-,-,-,-,-,-,-,-,Staph_haemo
BJNCIO_07315,176280.SE_0162,2.56E-66,201,"COG2963@1|root,COG2963@2|Bacteria,1VFYX@1239|Firmicutes,4HNKT@91061|Bacilli,4GZHM@90964|Staphylococcaceae",91061|Bacilli,L,Helix-turn-helix domain,-,-,-,-,-,-,-,-,-,-,-,-,HTH_28
BJNCIO_07320,1288.SXYLSMQ121_0328,7.01E-168,473,"COG2801@1|root,COG2801@2|Bacteria,1TSET@1239|Firmicutes,4HAMH@91061|Bacilli,4GYWR@90964|Staphylococcaceae",91061|Bacilli,L,"Molecular Function DNA binding, Biological Process DNA recombination",-,-,-,ko:K07497,-,-,-,-,ko00000,-,-,-,"HTH_21,rve"
BJNCIO_07330,176279.SERP2411,9.27E-172,480,"COG1028@1|root,COG1028@2|Bacteria,1UETI@1239|Firmicutes,4HB6V@91061|Bacilli,4GYKE@90964|Staphylococcaceae",91061|Bacilli,IQ,KR domain,-,-,-,-,-,-,-,-,-,-,-,-,adh_short_C2
BJNCIO_07380,176280.SE_0145,2.77E-165,464,"2BZG7@1|root,33UD8@2|Bacteria,1VUQY@1239|Firmicutes,4HVK1@91061|Bacilli,4GYEE@90964|Staphylococcaceae",91061|Bacilli,M,Belongs to the staphylococcal tandem lipoprotein family,-,-,-,-,-,-,-,-,-,-,-,-,DUF576
BJNCIO_07390,176279.SERP2425,2.15E-185,518,"COG0701@1|root,COG0701@2|Bacteria,1TQC7@1239|Firmicutes,4HDIZ@91061|Bacilli,4GX7N@90964|Staphylococcaceae",91061|Bacilli,S,Predicted permease,-,-,-,ko:K07089,-,-,-,-,ko00000,-,-,-,ArsP_1
BJNCIO_07410,176279.SERP2429,3.77E-68,206,"COG0640@1|root,COG0640@2|Bacteria,1VEER@1239|Firmicutes,4HPIB@91061|Bacilli,4GZGU@90964|Staphylococcaceae",91061|Bacilli,K,arsenical resistance operon repressor,arsR,-,-,ko:K03892,-,-,-,-,"ko00000,ko03000",-,-,-,HTH_5
BJNCIO_07435,435837.HMPREF0798_01677,1.14E-254,698,"COG0425@1|root,COG0607@1|root,COG2210@1|root,COG0425@2|Bacteria,COG0607@2|Bacteria,COG2210@2|Bacteria,1V2R5@1239|Firmicutes,4HG2Y@91061|Bacilli,4GXMM@90964|Staphylococcaceae",91061|Bacilli,OP,Belongs to the sulfur carrier protein TusA family,yrkE,-,-,-,-,-,-,-,-,-,-,-,"DrsE_2,Rhodanese,TusA"
BJNCIO_07495,176280.SE_0115,3.14E-82,247,"COG0535@1|root,COG0535@2|Bacteria,1TVT7@1239|Firmicutes,4I469@91061|Bacilli,4H07S@90964|Staphylococcaceae",91061|Bacilli,S,4Fe-4S single cluster domain,-,-,-,-,-,-,-,-,-,-,-,-,"Fer4_12,Radical_SAM"
BJNCIO_07500,176279.SERP2451,4.54E-182,507,"2BZG7@1|root,33UD8@2|Bacteria,1VUQY@1239|Firmicutes,4HVK1@91061|Bacilli,4H0G4@90964|Staphylococcaceae",91061|Bacilli,M,Csa1 family,-,-,-,-,-,-,-,-,-,-,-,-,DUF576
BJNCIO_07505,435837.HMPREF0798_01666,3.35E-73,219,"COG1694@1|root,COG1694@2|Bacteria,1VA3E@1239|Firmicutes,4HKDQ@91061|Bacilli,4GZIG@90964|Staphylococcaceae",91061|Bacilli,S,MazG-like family,-,-,-,-,-,-,-,-,-,-,-,-,MazG-like
BJNCIO_07510,1232666.JANE01000011_gene2047,0,952,"COG3410@1|root,COG3410@2|Bacteria,1TPQU@1239|Firmicutes,4HBI0@91061|Bacilli,4GYAT@90964|Staphylococcaceae",91061|Bacilli,S,Uncharacterized conserved protein (DUF2075),-,-,-,ko:K09384,-,-,-,-,ko00000,-,-,-,"DUF2075,GIY-YIG"
BJNCIO_07515,176280.SE_0042,4.02E-55,179,"2BWUX@1|root,2ZB18@2|Bacteria,1UYX8@1239|Firmicutes,4HIJH@91061|Bacilli",91061|Bacilli,S,Abortive infection C-terminus,-,-,-,-,-,-,-,-,-,-,-,-,Abi_C
BJNCIO_07520,176280.SE_0042,1.22E-27,108,"2BWUX@1|root,2ZB18@2|Bacteria,1UYX8@1239|Firmicutes,4HIJH@91061|Bacilli",91061|Bacilli,S,Abortive infection C-terminus,-,-,-,-,-,-,-,-,-,-,-,-,Abi_C
BJNCIO_07525,176280.SE_0042,1.40E-28,109,"2BWUX@1|root,2ZB18@2|Bacteria,1UYX8@1239|Firmicutes,4HIJH@91061|Bacilli",91061|Bacilli,S,Abortive infection C-terminus,-,-,-,-,-,-,-,-,-,-,-,-,Abi_C
BJNCIO_07535,1298598.JCM21714_19,2.89E-30,125,"COG1196@1|root,COG1196@2|Bacteria",2|Bacteria,D,nuclear chromosome segregation,-,-,-,-,-,-,-,-,-,-,-,-,Mob_Pre
BJNCIO_07545,1462527.CCDM010000001_gene2541,2.30E-229,661,"COG1061@1|root,COG1061@2|Bacteria,1TQ62@1239|Firmicutes,4HAJ1@91061|Bacilli,23K2R@182709|Oceanobacillus",91061|Bacilli,L,PLD-like domain,-,-,-,-,-,-,-,-,-,-,-,-,"DUF3427,Helicase_C,PLDc_2,ResIII"
BJNCIO_07555,176280.SE_0112,0,944,"COG0076@1|root,COG0076@2|Bacteria,1TSK0@1239|Firmicutes,4IRCF@91061|Bacilli,4GXBY@90964|Staphylococcaceae",91061|Bacilli,E,Pyridoxal-dependent decarboxylase conserved domain,-,-,-,-,-,-,-,-,-,-,-,-,Pyridoxal_deC
BJNCIO_07560,176280.SE_0111,9.86E-54,168,"COG5655@1|root,COG5655@2|Bacteria,1UTSC@1239|Firmicutes,4HI0K@91061|Bacilli,4GYRC@90964|Staphylococcaceae",91061|Bacilli,L,RePlication protein,-,-,-,-,-,-,-,-,-,-,-,-,Rep_1
BJNCIO_07565,176280.SE_0110,5.00E-96,280,"COG0589@1|root,COG0589@2|Bacteria,1V9KI@1239|Firmicutes,4HK11@91061|Bacilli,4GZ9V@90964|Staphylococcaceae",91061|Bacilli,T,Universal stress protein family,-,-,-,-,-,-,-,-,-,-,-,-,Usp
BJNCIO_07570,904314.SEVCU012_2200,8.76E-75,224,"29I9Y@1|root,30571@2|Bacteria,1TXTQ@1239|Firmicutes,4I6W0@91061|Bacilli,4GZ77@90964|Staphylococcaceae",91061|Bacilli,S,Pfam:DUF950,-,-,-,-,-,-,-,-,-,-,-,-,SAUGI
BJNCIO_07580,435838.HMPREF0786_01640,2.11E-69,209,"COG0827@1|root,COG0827@2|Bacteria,1VKXJ@1239|Firmicutes,4I0AM@91061|Bacilli,4GZHD@90964|Staphylococcaceae",91061|Bacilli,L,Staphylococcal protein of unknown function (DUF960),-,-,-,-,-,-,-,-,-,-,-,-,DUF960
BJNCIO_07585,435838.HMPREF0786_01641,1.79E-112,323,"COG4333@1|root,COG4333@2|Bacteria,1VI5E@1239|Firmicutes,4HQ54@91061|Bacilli,4GXWT@90964|Staphylococcaceae",91061|Bacilli,V,Protein of unknown function (DUF1643),-,-,-,-,-,-,-,-,-,-,-,-,DUF1643
BJNCIO_07590,435838.HMPREF0786_01621,6.16E-244,678,"COG0438@1|root,COG0438@2|Bacteria,1TQZR@1239|Firmicutes,4HBEH@91061|Bacilli,4GXXC@90964|Staphylococcaceae",91061|Bacilli,M,A stabilizing protein that is part of the accessory SecA2 SecY2 system specifically required to export serine-rich repeat cell wall proteins usually encoded upstream in the same operon. Stabilizes the glycosylation activity of Gtf1,gtf2,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_07595,435838.HMPREF0786_01622,4.4e-310,851,"COG0438@1|root,COG0438@2|Bacteria,1TR6K@1239|Firmicutes,4HGDG@91061|Bacilli,4H0EG@90964|Staphylococcaceae",91061|Bacilli,M,An N-acetylglucosaminyl transferase that is part of the accessory SecA2 SecY2 system specifically required to export serine-rich repeat cell wall proteins usually encoded upstream in the same operon,gtf1,-,-,-,-,-,-,-,-,-,-,-,Glycos_transf_1
BJNCIO_07680,176280.SE_1085,1.14E-114,331,"29IR7@1|root,305NG@2|Bacteria,1TYFP@1239|Firmicutes,4I7JX@91061|Bacilli,4H0XS@90964|Staphylococcaceae",91061|Bacilli,S,CAAX protease self-immunity,-,-,-,-,-,-,-,-,-,-,-,-,Abi
BJNCIO_07800,176279.SERP0949,1.19E-235,649,"COG4607@1|root,COG4607@2|Bacteria,1UXCZ@1239|Firmicutes,4HAMP@91061|Bacilli,4GY2V@90964|Staphylococcaceae",91061|Bacilli,P,Periplasmic binding protein,yclQ,"GO:0005575,GO:0005623,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464",-,ko:K02016,"ko02010,map02010",M00240,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.14,-,iYO844.BSU03830,Peripla_BP_2
BJNCIO_07950,176280.SE_1649,0,1035,"COG0249@1|root,COG0249@2|Bacteria,1TPJP@1239|Firmicutes,4HD9G@91061|Bacilli,4GXSB@90964|Staphylococcaceae",91061|Bacilli,L,ATPase domain of DNA mismatch repair MUTS family,-,-,-,-,-,-,-,-,-,-,-,-,MutS_V
BJNCIO_07955,176280.SE_1648,0,1141,"COG0488@1|root,COG0488@2|Bacteria,1TPAX@1239|Firmicutes,4HBVV@91061|Bacilli,4GXXM@90964|Staphylococcaceae",91061|Bacilli,S,"ABC transporter, ATP-binding protein",ydiF,-,-,ko:K06158,-,-,-,-,"ko00000,ko03012",-,-,-,"ABC_tran,ABC_tran_CTD,ABC_tran_Xtn"
BJNCIO_07975,176280.SE_1646,4.85E-88,266,"COG2391@1|root,COG2391@2|Bacteria,1TSNG@1239|Firmicutes,4HDN0@91061|Bacilli,4GXG7@90964|Staphylococcaceae",91061|Bacilli,S,Sulphur transport,yeeE,-,-,ko:K07112,-,-,-,-,ko00000,-,-,-,Sulf_transp
BJNCIO_07985,176280.SE_1644,9.68E-271,743,"COG0004@1|root,COG0004@2|Bacteria,1TQYG@1239|Firmicutes,4HBGK@91061|Bacilli,4GXAP@90964|Staphylococcaceae",91061|Bacilli,P,ammonium transporter,amt,-,-,ko:K03320,-,-,-,-,"ko00000,ko02000",1.A.11,-,iYO844.BSU36510,Ammonium_transp
BJNCIO_08020,176279.SERP1490,2.25E-71,221,"COG4512@1|root,COG4512@2|Bacteria,1VJBI@1239|Firmicutes,4HP3I@91061|Bacilli,4GYZ5@90964|Staphylococcaceae",91061|Bacilli,KOT,"Essential for the production of a quorum sensing system signal molecule, the autoinducing peptide (AIP). This quorum sensing system is responsible for the regulation of the expression of virulence factor genes. Involved in the proteolytic processing of AgrD, the precursor of AIP",agrB,-,-,ko:K07813,"ko02020,ko02024,map02020,map02024",-,-,-,"ko00000,ko00001,ko01002",-,-,-,AgrB
BJNCIO_08060,279808.SH1003,2.23E-261,718,"COG0582@1|root,COG0582@2|Bacteria,1TTJI@1239|Firmicutes,4HDG6@91061|Bacilli,4GY5D@90964|Staphylococcaceae",91061|Bacilli,L,Belongs to the 'phage' integrase family,-,-,-,-,-,-,-,-,-,-,-,-,"Arm-DNA-bind_4,Phage_int_SAM_3,Phage_integrase"
BJNCIO_08065,525378.HMPREF0793_0177,5.93E-49,166,"COG3655@1|root,COG3655@2|Bacteria,1VKVP@1239|Firmicutes,4HRJ4@91061|Bacilli,4H03P@90964|Staphylococcaceae",91061|Bacilli,K,Cro/C1-type HTH DNA-binding domain,-,-,-,ko:K07727,-,-,-,-,"ko00000,ko03000",-,-,-,HTH_26
BJNCIO_08070,525378.HMPREF0793_0178,3.47E-27,100,"COG1476@1|root,COG1476@2|Bacteria,1TY1P@1239|Firmicutes,4I74R@91061|Bacilli,4GZYY@90964|Staphylococcaceae",91061|Bacilli,K,Helix-turn-helix XRE-family like proteins,-,-,-,-,-,-,-,-,-,-,-,-,HTH_3
BJNCIO_08075,1141106.CAIB01000160_gene1541,1.46E-113,330,"COG3617@1|root,COG3617@2|Bacteria,1VUFB@1239|Firmicutes,4HVHU@91061|Bacilli,4GYZ4@90964|Staphylococcaceae",91061|Bacilli,K,"BRO family, N-terminal domain",-,-,-,-,-,-,-,-,-,-,-,-,Bro-N
BJNCIO_08080,1229783.C273_09302,7.37E-62,190,"COG0210@1|root,3059G@2|Bacteria,1TXX4@1239|Firmicutes,4I6ZQ@91061|Bacilli,4GZMW@90964|Staphylococcaceae",91061|Bacilli,L,Helix-turn-helix domain,-,-,-,-,-,-,-,-,-,-,-,-,HTH_17
BJNCIO_08090,279808.SH2098,9.15E-41,134,"29IDR@1|root,30U40@2|Bacteria,1TY5B@1239|Firmicutes,4I78M@91061|Bacilli,4H069@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
