1AA1C_Z07_32_15YB_C832,1AA1N_Z07_74_15YB_G274,1AA3C_23YAS86,1AA3C_23YAS89,1AA3C_23YAS90,1AA3C_23YAS93,1AA3C_23YAS94,1AA4F_Z02_40_15YD_B440,1AA4F_Z03_94_16YA_A1094,1AA4K_Z02_81_15YD_E981,1AA4K_Z02_85_15YD_F185,1AA4K_Z02_88_15YD_F488,1AA4K_Z02_89_15YD_F589,1AA4N_Z02_71_15YD_D1171,1PA1K_28JA11,1PA1K_28JA17,1PA1K_28JA8,1PA1N_28JA36,1PA1N_28JB33,1PA1N_28JB60,1PA1N_28JB9,1PA2C_11JES51,1PA2C_11JES65,1PA2N_11JES24,1PA2N_11JES89,1PA4C_22YD91,1PA4F_22YD31,1PA4F_22YD37,1PA4F_22YD41,1PA4N_22YD54,1PB2F_Z08_47_24JA_D1147,1PB2F_Z08_49_24JA_E149,1PB2N_24JB27,1PB2N_Z08_44_24JA_D844,1PB3C_23YAC20,1PB3C_8YDS67,1PB3C_8YDS76,1PB3C_8YDS80,1PB3C_8YDS88,1PB3C_8YDS92,1PB3C_8YDS93,1PB3F_Z02_11_15YC_A1111,1PB3F_Z02_13_15YC_B113,1PB3F_Z02_3_15YC_A33,1PB3N_8YDS52,2AA1C_28JA46,2AA1C_28JA47,2AA1C_28JA61,2AA1C_28JA67,2AA3C_23YBC2,2AA3C_9YD74,2AA3C_9YD76,2AA3F_23YBC48,2AA3K_23YBC15,2AA3K_9YD62,2AA3N_8YCS7,2PA1C_11JCS80,2PA1C_11JCS83,2PA3C_15YE37,2PA3C_15YE41,2PA3C_15YE51,2PA3C_15YE61,2PA3C_15YE81,2PA3C_15YE82,2PA3N_15YE35,2PA3N_Z05_63_16YB_H763,2PB1C_Z08_6_24JA_A66,2PB1F_Z08_17_24JA_B517,2PB1K_Z08_8_24JA_A88,2PB1N_24JB79,2PB1N_24JB86,2PB1N_24JB88,2PB1N_24JB91,3AB2K_11JDS35,4AA1F_X1337,4AA1F_X1346,4AA1F_X1348,4AA1F_X1349,4AA1F_X1479,4AA1N_X1625,4AA1N_X1628,4AB1K_X1657,4AB1N_X1385,4AB1N_X1413,5AA3C_Z01_65_9YE_A565,5AA3C_Z01_75_9YE_B375,5AB3F_Z08_28_24JA_C428,5PA1C_11JBS66,5PA1C_11JBS88,5PA1C_11JBS92,5PA1C_11JBS94,5PA1C_11JBS95,5PA1F_11JBS16,5PA1F_11JBS18,5PA1F_11JBS3,5PA1N_11JBS56,5PA1N_11JBS61,5PB3C_22YC81,5PB3C_22YC83,5PB3C_22YC85,5PB3C_22YC90,5PB3F_22YC16,5PB3K_24YB54,5PB3K_24YB64,5PB3N_22YC31,7AA1C_28JC11,7AA1C_28JC2,7AA1C_28JC6,7AA1C_X1493,7AA1F_28JC33,7AA1F_28JC36,7AA1N_28JC39,7AA4C_23YAC39,7AA4C_9YB71,7AA4C_9YB82,7AA4C_Z07_48_8YBS_F1248,7AA4F_Z04_59_8YBS_A259,7AA4N_Z04_67_8YBS_C767,7AB4C_22YB68,7AB4N_22YB3,7AB4N_22YB4,7PA1C_28JC68,7PA1C_28JC84,7PA1F_28JC58,7PA1F_28JC59,7PA1K_28JC60,7PA1K_28JC61,7PA1K_28JC65,7PB4C_Z08_86_15YA_H286,8AA4C_22YB37,8AA4F_24YC6,8AA4K_22YB76,8AA4K_24YC42,8AA4K_Z06_17_16YD_C517,8AB1C_25YH90,8AB1F_25YH17,8AB1F_25YH4,8AB1K_25YH62,8AB1K_25YH71,8AB3K_24YA57,8AB4C_23YAS12,8AB4C_23YAS16,8AB4C_23YAS51,8AB4C_25YA77,8AB4F_25YA19,8AB4N_23YAS25,8AC1C_25YC8,8AC1N_25YC3,8AC4C_8YAS89,8AC4K_9YC54,8AC4K_Z03_15_23YCC_D315,8AC4N_23YBC88,8PA3K_25YE63,8PB1C_25YC36,8PB1C_25YC52,8PB1C_25YC53,8PB1K_25YC40,8PB3F_23YCS6,8PB4N_25YD28
96.687637,96.733459,98.466888,96.839111,98.485306,96.706528,96.859879,96.781731,96.802467,96.95948,96.762436,96.807579,96.600388,96.757584,79.51088,97.935425,79.455185,96.689308,96.594818,96.907707,96.60305,79.926987,96.862106,96.857903,96.863953,96.838821,98.496887,96.81218,96.740997,96.755539,96.584297,97.937607,96.874191,96.564941,96.844009,96.793137,96.819656,96.864929,96.869865,96.874619,96.943909,0,0,0,96.909737,96.834518,96.834793,96.787193,96.863358,96.851425,96.843102,96.78125,96.921555,96.901001,96.628143,96.626892,96.832077,96.752487,97.956528,96.966644,97.98909,96.883408,96.803955,96.732033,98.264084,98.179832,78.455963,79.480301,0,96.827789,96.81897,96.615402,96.606133,79.580826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.124001,99.218842,96.797157,99.119446,96.808578,98.040665,99.085068,99.187241,99.097527,99.177856,99.172501,99.189606,98.079124,99.141312,79.67897,97.582993,79.622459,99.153572,98.10437,99.127342,98.037804,79.929642,99.274895,99.199677,99.214897,99.110809,96.835434,99.173035,99.166519,99.133163,98.133018,97.555885,99.207291,98.061142,99.150314,99.203934,99.167023,99.120285,99.127243,99.140411,99.178139,0,0,0,99.189835,99.234177,99.171196,99.019424,99.03392,99.275497,99.26358,99.059204,99.302673,99.071587,98.160461,98.114861,99.194283,99.138306,97.533302,99.118134,97.550705,99.07074,99.107727,99.093292,97.090797,97.067108,78.766678,79.468048,0,99.1866,99.265121,98.171341,98.149643,79.346123,96.832642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.703613,96.809387,98.477356,96.895584,98.470116,96.701393,96.892975,96.839424,96.896858,96.964691,96.827644,96.890907,96.638321,96.84597,79.53096,97.949684,79.435097,96.737488,96.63559,96.962318,96.657944,79.961639,96.868576,96.91246,96.903244,96.893913,98.471756,96.922935,96.804947,96.834488,96.597687,97.944092,96.909164,96.621414,96.900879,96.844093,96.896812,96.856743,96.921768,96.896599,96.939636,0,0,0,96.922195,96.841949,96.889603,96.852051,96.912125,96.91069,96.868683,96.844467,96.937988,96.94313,96.666344,96.684166,96.890808,96.832825,97.96981,96.96666,97.972626,96.952248,96.874481,96.785439,98.283394,98.281387,78.595581,79.475845,0,96.923691,96.904526,96.696365,96.647491,79.706078,99.813911,96.837265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.200912,99.315247,96.835083,99.268059,96.781967,98.284973,99.446564,99.389259,99.394691,99.228928,99.389282,99.412888,98.204315,99.245094,79.655762,97.698502,79.639297,99.317635,98.218094,99.212036,98.19516,79.823196,99.395538,99.396973,99.399399,99.174652,96.889503,99.408661,99.363251,99.31665,98.203049,97.691124,99.567642,98.234062,99.241562,99.313248,99.302086,99.244598,99.23941,99.250183,99.214607,0,0,0,99.259636,99.421165,99.423523,99.386292,99.474457,99.385376,99.395416,99.354637,99.427353,99.504776,98.228363,98.262619,99.325027,99.284103,97.768478,99.225304,97.773956,99.176971,99.286469,99.161499,97.108589,97.14502,78.809669,79.666138,0,99.309128,99.333878,98.225327,98.221985,79.633995,96.874863,99.176697,96.917557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.052155,99.30368,96.77829,99.461929,96.844856,97.998627,99.227592,99.387146,99.183174,99.319412,99.325455,99.317688,97.940468,99.474258,79.657982,97.6241,79.710701,99.228851,97.936157,99.399315,97.899834,79.944519,99.292809,99.297638,99.304138,99.59227,96.873955,99.261772,99.147408,99.182785,97.964432,97.580444,99.271202,98.01889,99.151367,99.048523,98.999634,99.110146,99.136398,99.147552,99.309792,0,0,0,99.303581,99.311142,99.215759,99.101036,99.202591,99.34787,99.335983,99.106575,99.381973,99.207291,98.046036,98.037033,99.244995,99.360809,97.628731,99.309448,97.653183,99.270805,99.316345,99.389999,97.115799,97.061592,78.686111,79.58493,0,99.279129,99.293175,98.036819,97.986359,79.537994,96.927879,99.18499,96.929085,99.276466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.247711,99.339279,96.855064,99.331131,96.78244,98.291946,99.452026,99.351974,99.446686,99.291115,99.383957,99.471512,98.213562,99.249802,79.608627,97.738007,79.551689,99.313248,98.2127,99.283844,98.239952,79.802994,99.48381,99.473236,99.465782,99.243774,96.891655,99.454086,99.340057,99.381294,98.244102,97.701996,99.591553,98.252121,99.315826,99.340553,99.302727,99.274208,99.272644,99.263519,99.262329,0,0,0,99.251633,99.451836,99.437027,99.42234,99.472351,99.440689,99.401894,99.399475,99.466217,99.467697,98.295959,98.327377,99.444077,99.295631,97.819847,99.20652,97.839447,99.226608,99.308754,99.250183,97.145081,97.177208,78.743263,79.573547,0,99.346878,99.343918,98.295235,98.271996,79.497375,96.877266,99.232323,96.944817,99.972191,99.285072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.255157,99.378036,96.857254,99.333969,96.794418,98.291382,99.458588,99.398613,99.404808,99.274529,99.382385,99.46801,98.268623,99.330833,79.602783,97.715607,79.525009,99.375061,98.217644,99.295227,98.257996,79.85585,99.446014,99.4272,99.445862,99.260849,96.870239,99.453003,99.400078,99.376907,98.256516,97.70723,99.577667,98.235703,99.310318,99.379074,99.381424,99.294983,99.285057,99.299637,99.22715,0,0,0,99.269714,99.445633,99.437744,99.400726,99.455917,99.42128,99.430084,99.367538,99.458916,99.470718,98.300461,98.321564,99.428535,99.3172,97.76683,99.218475,97.784218,99.212036,99.34111,99.271576,97.18309,97.186905,78.808258,79.464478,0,99.3909,99.385208,98.296654,98.260979,79.449173,96.905106,99.181541,96.949593,99.962914,99.313904,99.989914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.168846,99.862854,96.804276,99.422455,96.795311,98.148895,99.29039,99.680023,99.224838,99.27478,99.680679,99.336639,98.042816,99.447113,79.874863,97.636124,79.833588,99.841995,98.141006,99.205658,98.089722,79.947006,99.803802,99.792877,99.774109,99.43483,96.839592,99.749557,99.864937,99.699028,98.074547,97.670639,99.342056,98.109604,99.291367,99.375137,99.402756,99.2565,99.296089,99.306221,99.267609,0,0,0,99.265396,99.839935,99.285126,99.278046,99.304924,99.851242,99.868057,99.323898,99.883347,99.245552,98.152954,98.143402,99.853439,99.400223,97.600235,99.301521,97.678001,99.22773,99.375305,99.462799,97.142899,97.085548,78.719528,79.5914,0,99.459526,99.474289,98.187492,98.045471,79.417946,96.872269,99.274666,96.828323,99.362709,99.350677,99.412537,99.44606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.750656,96.883011,98.594406,96.942215,98.545242,96.700066,96.947083,96.895836,96.932716,96.952927,96.856293,96.996902,96.726067,96.905739,79.442841,98.012009,79.419632,96.909286,96.74041,96.927841,96.751472,79.929352,96.863914,96.892059,96.864677,96.970566,98.579117,96.85141,96.888329,96.868698,96.76165,97.995216,96.939827,96.764999,96.943565,96.884171,96.921272,96.941162,96.961365,96.961098,96.957397,0,0,0,96.967056,96.929291,96.899612,96.926575,96.921173,96.92511,96.895157,96.887886,96.89698,96.936279,96.787918,96.803886,96.899529,96.9151,97.934196,96.937843,97.926659,96.905693,96.916565,96.857559,98.606049,98.559113,78.522629,79.367409,0,96.868095,96.85199,96.794937,96.839485,79.373901,98.62011,97.000313,98.575439,96.962463,96.975555,96.964539,96.967705,96.842285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.73629,96.877899,98.521881,96.895721,98.566696,96.747147,96.895615,96.859512,96.899086,96.996048,96.841446,96.942108,96.692116,96.891312,79.468643,98.012482,79.492386,96.904518,96.705048,96.954071,96.740387,79.978645,96.844849,96.863266,96.856216,96.961349,98.55703,96.834999,96.900558,96.825485,96.711586,98.005501,96.911209,96.694046,96.926636,96.862114,96.884674,96.953964,96.951241,96.959457,96.954453,0,0,0,96.918381,96.944092,96.899094,96.884422,96.93441,96.930588,96.883163,96.846642,96.901443,96.959915,96.79303,96.786621,96.896988,96.833084,97.946777,96.969376,97.968369,96.879951,96.828239,96.873627,98.602646,98.565613,78.667259,79.451157,0,96.835518,96.842667,96.728409,96.773621,79.575905,98.59597,96.930336,98.51268,96.951813,96.986862,96.9384,96.947708,96.862061,99.963051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.595512,0,81.629074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.714264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.091522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.244698,79.616623,79.723267,79.376968,79.704475,79.293335,79.392563,79.544373,79.768707,79.529022,79.609947,79.37999,79.415245,79.257034,79.109634,79.634605,79.127823,79.559387,79.407211,79.658806,79.4888,79.47821,79.549149,79.635857,79.647751,79.569458,79.542892,79.681671,79.535316,79.571564,79.369308,79.558601,79.494987,79.403069,79.597717,79.547997,79.609802,79.813263,79.605621,79.673416,79.628647,0,0,0,79.606133,79.51387,79.352333,79.443054,79.338356,79.609726,79.529427,79.398468,79.500259,79.668213,79.764404,79.717133,79.710098,79.500717,79.655899,79.771523,79.456619,79.649605,79.563293,79.637863,79.527115,79.656265,78.711899,78.994766,0,79.627777,79.617897,79.74823,79.628357,78.89328,79.082069,79.208282,79.17614,79.253677,79.462372,79.201004,79.177643,79.669678,79.284683,79.329926,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.125275,99.712769,96.773727,99.38475,96.794815,98.182648,99.28318,99.679947,99.243469,99.261345,99.679497,99.326233,98.05661,99.454163,79.761993,97.616287,79.804733,99.728897,98.023613,99.175636,98.044571,80.000465,99.747276,99.73732,99.735535,99.335495,96.765701,99.709778,99.776009,99.679085,98.009369,97.644943,99.304779,98.028511,99.264961,99.339874,99.385605,99.240677,99.310944,99.24968,99.203079,0,0,0,99.210556,99.750816,99.314949,99.303375,99.21936,99.759659,99.749733,99.281128,99.784744,99.151245,98.061203,98.0625,99.804855,99.355438,97.649551,99.17067,97.66835,99.197784,99.344177,99.386536,97.051224,97.040909,78.855537,79.715973,0,99.419205,99.418358,98.074471,98.023331,79.535446,96.787048,99.179031,96.784248,99.349861,99.374084,99.316795,99.356514,99.741089,96.877106,96.854736,0,0,79.477814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.122421,99.741768,96.839539,99.491234,96.857071,98.116745,99.317352,99.772705,99.280014,99.374817,99.757805,99.374672,98.057404,99.515106,79.581268,97.661606,79.615944,99.732056,98.035858,99.234337,98.033325,80.18412,99.843056,99.860748,99.846977,99.417068,96.874512,99.850662,99.752533,99.789536,98.035675,97.681427,99.437241,98.078171,99.34845,99.439636,99.44236,99.307884,99.319756,99.343857,99.34668,0,0,0,99.3078,99.721329,99.392593,99.349289,99.31424,99.781448,99.777695,99.372337,99.764359,99.22213,98.194382,98.197884,99.75293,99.406342,97.67868,99.209419,97.677734,99.345932,99.354919,99.498116,97.227081,97.215607,78.876198,79.609528,0,99.405991,99.491333,98.190018,98.07222,79.448029,96.901703,99.276337,96.980469,99.403458,99.402969,99.452194,99.476471,99.724167,96.906967,96.935188,0,0,79.606842,99.735245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.142365,99.735245,96.735443,99.390228,96.755974,98.149605,99.284943,99.7146,99.257736,99.281219,99.625183,99.314339,98.049759,99.423668,79.752213,97.607063,79.840851,99.656647,98.042923,99.145523,98.03759,80.04393,99.74263,99.745026,99.764557,99.368881,96.733337,99.67495,99.78685,99.667282,98.006996,97.672203,99.287033,98.041031,99.27478,99.340042,99.403069,99.240936,99.318649,99.294479,99.265251,0,0,0,99.281342,99.727798,99.356613,99.294876,99.242294,99.796173,99.791458,99.320572,99.807312,99.175308,98.057312,98.014992,99.815201,99.302391,97.62709,99.114349,97.643158,99.197617,99.28817,99.379318,97.063583,97.086113,78.86834,79.752197,0,99.375153,99.423203,98.094131,98.057602,79.541328,96.821854,99.215958,96.829979,99.328255,99.316574,99.328568,99.377014,99.762238,96.881081,96.849991,0,0,79.631195,99.968338,99.755783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.029602,99.302536,96.736252,99.385452,96.819199,98.035248,99.452057,99.175919,99.325745,99.307404,99.138474,99.49913,97.94574,99.369965,79.633278,97.591408,79.716705,99.276978,97.959579,99.067482,97.987389,80.038452,99.342331,99.348114,99.268433,99.194153,96.822731,99.298676,99.283539,99.166565,97.956955,97.552162,99.328857,98.020111,99.411293,99.09803,99.093994,99.335022,99.342117,99.360306,99.270966,0,0,0,99.227295,99.319778,99.433273,99.328278,99.506897,99.370178,99.342514,99.378578,99.369278,99.416626,98.213058,98.19146,99.231598,99.202515,97.586899,99.120972,97.551971,99.19693,99.144684,99.287979,97.153122,97.123741,78.874573,79.884087,0,99.268555,99.29744,98.22551,97.999062,79.645615,96.791321,99.171494,96.891846,99.387115,99.199448,99.379944,99.427826,99.30101,96.912186,96.922821,0,0,79.652634,99.245224,99.363045,99.226952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.98465,99.278831,96.729408,99.218582,96.787704,98.005966,99.42878,99.169258,99.163284,99.278374,99.166534,99.468178,97.902267,99.361862,79.696976,97.407257,79.727097,99.086411,97.933914,98.94577,97.944839,80.002739,99.316315,99.307617,99.263626,99.199051,96.80439,99.136734,99.241074,99.264435,97.88636,97.478668,99.255875,97.917587,99.325691,99.024025,99.047256,99.129974,99.28421,99.275558,99.27063,0,0,0,99.084656,99.182213,99.382256,99.306335,99.445068,99.348747,99.364006,99.311028,99.370407,99.232689,98.18869,98.107132,99.239128,99.184265,97.461853,98.974792,97.434097,99.106552,99.084297,99.175461,97.025681,96.955856,78.985336,79.798096,0,99.228081,99.332535,98.167267,98.037354,79.604416,96.732262,99.146744,96.862129,99.353912,99.192886,99.323547,99.386276,99.348854,96.890823,96.892593,0,0,79.638962,99.20015,99.371811,99.229126,99.961639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.76767,80.856659,80.825531,81.010117,80.788643,80.788635,80.795578,80.857956,80.813828,80.7892,80.828659,80.615936,80.839027,80.746422,79.544418,80.762177,79.60627,80.83017,80.914955,80.788834,80.958641,80.491196,80.936066,80.972473,80.893967,80.927216,80.659256,80.932014,80.913521,81.018005,80.859314,80.752113,80.74295,80.876038,80.763412,80.738953,80.766235,80.749458,80.713814,80.745392,80.752167,0,0,0,80.828911,80.876114,80.756874,80.727753,80.786774,80.846481,80.80423,80.728729,80.883972,80.833755,81.006424,81.087296,80.724426,80.899651,80.773117,80.935089,80.790337,80.809738,80.787003,80.844009,80.805771,80.859352,78.906311,79.558838,0,80.914101,80.958839,81.088486,80.853165,79.396706,80.389923,80.710518,80.604706,80.515022,80.736206,80.451996,80.536621,80.796204,80.520042,80.558655,0,0,79.625061,80.914871,80.758728,80.897873,81.058212,81.037888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.089844,99.730392,96.848663,99.463333,96.857086,98.107101,99.322441,99.773666,99.269264,99.372894,99.766586,99.427467,98.024384,99.563385,79.791519,97.662102,79.854378,99.7062,98.039246,99.238708,98.011612,80.206688,99.83979,99.849373,99.859283,99.433731,96.864304,99.853569,99.731567,99.791618,98.039612,97.698631,99.436005,98.078033,99.370697,99.465607,99.446976,99.307304,99.319641,99.328979,99.345963,0,0,0,99.320404,99.723587,99.39621,99.362122,99.329163,99.776978,99.775505,99.370819,99.776978,99.255226,98.228264,98.272064,99.762634,99.394348,97.737213,99.283478,97.742287,99.38974,99.38192,99.546722,97.280273,97.204941,78.839157,79.830887,0,99.471024,99.506363,98.237083,98.107971,79.539917,96.867828,99.269577,96.923386,99.427155,99.413284,99.453812,99.443848,99.745911,96.922409,96.880432,0,0,79.745224,99.726151,99.977936,99.759247,99.399109,99.414696,80.812096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.876984,98.01899,96.598175,98.014107,96.656311,99.891708,98.156693,97.996086,97.991104,97.998169,97.96431,98.185677,99.806137,98.075684,79.296089,97.037697,79.295219,97.980591,99.816048,97.950058,99.802399,79.779709,98.047417,98.041267,98.039047,97.988052,96.695282,98.058167,98.021286,97.920425,99.805695,97.130035,98.233017,99.701187,98.112724,97.99205,97.975754,98.048431,98.074959,98.067505,97.966003,0,0,0,97.941132,98.053726,98.194138,98.087173,98.174591,98.074608,98.078041,98.066597,98.151901,98.114975,98.77681,98.758743,98.01091,97.978104,97.094963,98.08844,97.017944,98.038864,97.988419,98.067184,97.032211,96.984726,78.651199,79.19751,0,98.009583,98.009209,98.752663,98.784271,79.375534,96.656784,98.085724,96.665176,98.249657,97.935295,98.292908,98.271683,98.154579,96.763535,96.739319,0,0,79.380043,98.138657,98.143341,98.138763,98.022736,98.011314,80.976349,98.099564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.884598,98.022858,96.584229,97.83313,96.679062,99.881348,98.155243,97.966492,97.873199,97.980141,97.94931,98.212128,99.783104,98.060699,79.484749,96.941917,79.536263,97.844086,99.783386,97.830933,99.771431,79.92215,98.021675,98.023308,98.039558,97.983261,96.720398,97.90229,98.017914,97.885628,99.79142,97.119057,98.227142,99.522942,98.074547,97.949936,97.951294,97.912537,98.038071,98.018509,97.953514,0,0,0,97.809158,97.905342,98.171158,98.066048,98.139709,98.102867,98.103592,98.072441,98.187134,97.9711,98.759773,98.746216,98.020607,97.985428,96.92086,97.936737,96.862617,98.014465,97.868683,98.068176,96.940987,96.890099,78.809616,79.407135,0,97.980148,97.990303,98.738693,98.759109,79.589027,96.635101,98.085205,96.687439,98.234253,97.945877,98.245041,98.224152,98.152283,96.782333,96.751221,0,0,79.480881,98.112091,98.107559,98.131287,98.036255,98.023361,80.99147,98.105606,99.979279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.067352,99.331024,96.709999,99.483887,96.740959,98.128983,99.295692,99.420486,99.191284,99.178078,99.378662,99.347321,97.974632,99.435326,79.625183,97.7332,79.639206,99.309105,98.022934,99.168304,98.0056,80.004272,99.431717,99.479332,99.418648,99.171669,96.76004,99.479355,99.288254,99.250534,97.987274,97.779968,99.413498,98.001419,99.280167,99.766182,99.787109,99.216187,99.287582,99.260445,99.159973,0,0,0,99.153534,99.378792,99.390396,99.271637,99.27198,99.390182,99.374069,99.265427,99.473969,99.262886,98.166153,98.148407,99.358627,99.350098,97.723938,99.053795,97.781616,99.1418,99.248077,99.407486,97.038857,96.994301,78.656273,79.575958,0,99.194931,99.271744,98.157745,98.001678,79.633789,96.85717,99.201157,96.928391,99.342255,99.161118,99.388969,99.384789,99.421425,96.868744,96.877106,0,0,79.542618,99.416611,99.491196,99.419632,99.229866,99.200706,80.877457,99.519836,98.122459,98.075546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.075882,99.222321,96.838409,99.263901,96.882889,98.021088,99.387177,99.254944,99.327385,99.170395,99.23555,99.441269,97.981476,99.242165,79.818115,97.549156,79.888885,99.203079,97.952118,99.143898,97.914917,80.0373,99.262543,99.308067,99.236176,99.09256,96.897408,99.239563,99.180389,99.20079,97.950638,97.527161,99.329102,98.008469,99.16185,99.291389,99.264206,99.167648,99.204376,99.266045,99.146034,0,0,0,99.117477,99.253639,99.263794,99.24736,99.374695,99.240295,99.296753,99.276779,99.267609,99.310654,98.149384,98.127754,99.240479,99.241684,97.646393,99.106865,97.600037,99.11293,99.196701,99.158203,97.101364,97.075104,78.711334,79.608055,0,99.26181,99.278564,98.117889,98.024643,79.862175,96.852478,99.119781,96.865784,99.445648,99.112442,99.439949,99.450897,99.22229,96.93354,96.926636,0,0,79.788841,99.230385,99.340172,99.192444,99.257133,99.2444,80.736832,99.304085,98.017876,98.039886,99.278763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.390862,79.968994,79.879448,79.876617,79.788948,79.432236,79.876511,79.974045,79.952454,79.649384,79.907272,79.71196,79.539093,79.747673,98.893021,79.470177,98.896965,79.84436,79.590691,79.959656,79.56665,79.886223,79.989395,79.925232,79.936661,79.821075,79.572731,79.929657,79.824432,79.964142,79.590088,79.612976,79.658569,79.469215,79.850021,79.727203,79.589996,80.00882,79.889404,80.060959,79.723389,0,0,0,79.808243,79.817352,79.679207,80.015564,79.749359,79.736603,79.763321,79.944443,79.758751,79.81929,79.63353,79.722778,79.745987,79.85437,79.417511,79.912598,79.382584,79.764542,79.657433,79.769974,79.720802,79.583328,79.305122,98.989685,0,79.653877,79.74411,79.753479,79.466423,97.311363,79.72776,79.693886,79.736176,79.535461,79.565903,79.519302,79.438766,79.704971,79.436096,79.549805,0,0,79.262253,79.668159,79.76828,79.729279,79.755684,79.765686,79.684975,79.961899,79.315979,79.448349,79.726234,79.999466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
